Country,Year,Week,SDATE,EDATE,INF_A,INF_B,ALL_INF
Mexico,2015,25,2015-06-15,2015-06-21,4.0,0.0,4.0
Mexico,2015,26,2015-06-22,2015-06-28,9.0,0.0,9.0
Mexico,2015,27,2015-06-29,2015-07-05,10.0,0.0,10.0
Mexico,2015,28,2015-07-06,2015-07-12,8.0,1.0,9.0
Mexico,2015,29,2015-07-13,2015-07-19,5.0,0.0,5.0
Mexico,2015,30,2015-07-20,2015-07-26,13.0,1.0,14.0
Mexico,2015,31,2015-07-27,2015-08-02,10.0,0.0,10.0
Mexico,2015,32,2015-08-03,2015-08-09,3.0,0.0,3.0
Mexico,2015,33,2015-08-10,2015-08-16,12.0,0.0,12.0
Mexico,2015,34,2015-08-17,2015-08-23,9.0,0.0,9.0
Mexico,2015,35,2015-08-24,2015-08-30,6.0,0.0,6.0
Mexico,2015,36,2015-08-31,2015-09-06,8.0,0.0,8.0
Mexico,2015,37,2015-09-07,2015-09-13,5.0,0.0,5.0
Mexico,2015,38,2015-09-14,2015-09-20,4.0,0.0,4.0
Mexico,2015,39,2015-09-21,2015-09-27,15.0,2.0,17.0
Mexico,2015,40,2015-09-28,2015-10-04,5.0,0.0,5.0
Mexico,2015,41,2015-10-05,2015-10-11,13.0,0.0,13.0
Mexico,2015,42,2015-10-12,2015-10-18,7.0,0.0,7.0
Mexico,2015,43,2015-10-19,2015-10-25,13.0,0.0,13.0
Mexico,2015,44,2015-10-26,2015-11-01,10.0,0.0,10.0
Mexico,2015,45,2015-11-02,2015-11-08,16.0,0.0,16.0
Mexico,2015,46,2015-11-09,2015-11-15,10.0,0.0,10.0
Mexico,2015,47,2015-11-16,2015-11-22,16.0,0.0,16.0
Mexico,2015,48,2015-11-23,2015-11-29,14.0,1.0,15.0
Mexico,2015,49,2015-11-30,2015-12-06,16.0,1.0,17.0
Mexico,2015,50,2015-12-07,2015-12-13,33.0,3.0,36.0
Mexico,2015,51,2015-12-14,2015-12-20,29.0,3.0,32.0
Mexico,2015,52,2015-12-21,2015-12-27,28.0,2.0,30.0
Mexico,2015,53,2015-12-28,2016-01-03,9.0,0.0,9.0
Mexico,2016,1,2016-01-04,2016-01-10,95.0,7.0,102.0
Mexico,2016,2,2016-01-11,2016-01-17,119.0,17.0,136.0
Mexico,2016,3,2016-01-18,2016-01-24,185.0,28.0,213.0
Mexico,2016,4,2016-01-25,2016-01-31,291.0,33.0,324.0
Mexico,2016,5,2016-02-01,2016-02-07,335.0,52.0,387.0
Mexico,2016,6,2016-02-08,2016-02-14,510.0,73.0,583.0
Mexico,2016,7,2016-02-15,2016-02-21,827.0,129.0,956.0
Mexico,2016,8,2016-02-22,2016-02-28,1522.0,351.0,1873.0
Mexico,2016,9,2016-02-29,2016-03-06,1093.0,373.0,1466.0
Mexico,2016,10,2016-03-07,2016-03-13,805.0,226.0,1031.0
Mexico,2016,11,2016-03-14,2016-03-20,530.0,213.0,743.0
Mexico,2016,12,2016-03-21,2016-03-27,221.0,100.0,321.0
Mexico,2016,13,2016-03-28,2016-04-03,202.0,100.0,302.0
Mexico,2016,14,2016-04-04,2016-04-10,113.0,67.0,180.0
Mexico,2016,15,2016-04-11,2016-04-17,57.0,51.0,108.0
Mexico,2016,16,2016-04-18,2016-04-24,51.0,53.0,104.0
Mexico,2016,17,2016-04-25,2016-05-01,18.0,29.0,47.0
Mexico,2016,18,2016-05-02,2016-05-08,18.0,12.0,30.0
Mexico,2016,19,2016-05-09,2016-05-15,5.0,11.0,16.0
Mexico,2016,20,2016-05-16,2016-05-22,11.0,15.0,26.0
Mexico,2016,21,2016-05-23,2016-05-29,9.0,6.0,15.0
Mexico,2016,22,2016-05-30,2016-06-05,4.0,6.0,10.0
Mexico,2016,23,2016-06-06,2016-06-12,1.0,3.0,4.0
Mexico,2016,24,2016-06-13,2016-06-19,3.0,10.0,13.0
Mexico,2016,25,2016-06-20,2016-06-26,1.0,5.0,6.0
Mexico,2016,26,2016-06-27,2016-07-03,2.0,2.0,4.0
Mexico,2016,27,2016-07-04,2016-07-10,2.0,4.0,6.0
Mexico,2016,28,2016-07-11,2016-07-17,1.0,3.0,4.0
Mexico,2016,29,2016-07-18,2016-07-24,4.0,6.0,10.0
Mexico,2016,30,2016-07-25,2016-07-31,5.0,4.0,9.0
Mexico,2016,31,2016-08-01,2016-08-07,4.0,2.0,6.0
Mexico,2016,32,2016-08-08,2016-08-14,9.0,3.0,12.0
Mexico,2016,33,2016-08-15,2016-08-21,1.0,6.0,7.0
Mexico,2016,34,2016-08-22,2016-08-28,2.0,3.0,5.0
Mexico,2016,35,2016-08-29,2016-09-04,2.0,0.0,2.0
Mexico,2016,36,2016-09-05,2016-09-11,3.0,2.0,5.0
Mexico,2016,37,2016-09-12,2016-09-18,5.0,1.0,6.0
Mexico,2016,38,2016-09-19,2016-09-25,9.0,3.0,12.0
Mexico,2016,39,2016-09-26,2016-10-02,12.0,2.0,14.0
Mexico,2016,40,2016-10-03,2016-10-09,2.0,5.0,7.0
Mexico,2016,41,2016-10-10,2016-10-16,1.0,2.0,3.0
Mexico,2016,42,2016-10-17,2016-10-23,2.0,3.0,5.0
Mexico,2016,43,2016-10-24,2016-10-30,4.0,4.0,8.0
Mexico,2016,44,2016-10-31,2016-11-06,6.0,6.0,12.0
Mexico,2016,45,2016-11-07,2016-11-13,4.0,8.0,12.0
Mexico,2016,46,2016-11-14,2016-11-20,13.0,5.0,18.0
Mexico,2016,47,2016-11-21,2016-11-27,7.0,4.0,11.0
Mexico,2016,48,2016-11-28,2016-12-04,5.0,13.0,18.0
Mexico,2016,49,2016-12-05,2016-12-11,13.0,10.0,23.0
Mexico,2016,50,2016-12-12,2016-12-18,11.0,11.0,22.0
Mexico,2016,51,2016-12-19,2016-12-25,40.0,11.0,51.0
Mexico,2016,52,2016-12-26,2017-01-01,97.0,14.0,111.0
Mexico,2017,1,2017-01-02,2017-01-08,110.0,28.0,138.0
Mexico,2017,2,2017-01-09,2017-01-15,94.0,29.0,123.0
Mexico,2017,3,2017-01-16,2017-01-22,133.0,26.0,159.0
Mexico,2017,4,2017-01-23,2017-01-29,192.0,39.0,231.0
Mexico,2017,5,2017-01-30,2017-02-05,259.0,40.0,299.0
Mexico,2017,6,2017-02-06,2017-02-12,268.0,47.0,315.0
Mexico,2017,7,2017-02-13,2017-02-19,310.0,75.0,385.0
Mexico,2017,8,2017-02-20,2017-02-26,405.0,90.0,495.0
Mexico,2017,9,2017-02-27,2017-03-05,553.0,122.0,675.0
Mexico,2017,10,2017-03-06,2017-03-12,484.0,133.0,617.0
Mexico,2017,11,2017-03-13,2017-03-19,348.0,145.0,493.0
Mexico,2017,12,2017-03-20,2017-03-26,228.0,91.0,319.0
Mexico,2017,13,2017-03-27,2017-04-02,200.0,101.0,301.0
Mexico,2017,14,2017-04-03,2017-04-09,108.0,64.0,172.0
Mexico,2017,15,2017-04-10,2017-04-16,75.0,49.0,124.0
Mexico,2017,16,2017-04-17,2017-04-23,66.0,37.0,103.0
Mexico,2017,17,2017-04-24,2017-04-30,47.0,42.0,89.0
Mexico,2017,18,2017-05-01,2017-05-07,32.0,29.0,61.0
Mexico,2017,19,2017-05-08,2017-05-14,22.0,15.0,37.0
Mexico,2017,20,2017-05-15,2017-05-21,35.0,7.0,42.0
Mexico,2017,21,2017-05-22,2017-05-28,15.0,7.0,22.0
Mexico,2017,22,2017-05-29,2017-06-04,10.0,11.0,21.0
Mexico,2017,23,2017-06-05,2017-06-11,15.0,9.0,24.0
Mexico,2017,24,2017-06-12,2017-06-18,17.0,6.0,23.0
Mexico,2017,25,2017-06-19,2017-06-25,24.0,2.0,26.0
Mexico,2017,26,2017-06-26,2017-07-02,31.0,3.0,34.0
Mexico,2017,27,2017-07-03,2017-07-09,33.0,1.0,34.0
Mexico,2017,28,2017-07-10,2017-07-16,15.0,3.0,18.0
Mexico,2017,29,2017-07-17,2017-07-23,24.0,2.0,26.0
Mexico,2017,30,2017-07-24,2017-07-30,13.0,0.0,13.0
Mexico,2017,31,2017-07-31,2017-08-06,14.0,2.0,16.0
Mexico,2017,32,2017-08-07,2017-08-13,26.0,8.0,34.0
Mexico,2017,33,2017-08-14,2017-08-20,16.0,1.0,17.0
Mexico,2017,34,2017-08-21,2017-08-27,7.0,0.0,7.0
Mexico,2017,35,2017-08-28,2017-09-03,13.0,2.0,15.0
Mexico,2017,36,2017-09-04,2017-09-10,10.0,2.0,12.0
Mexico,2017,37,2017-09-11,2017-09-17,7.0,3.0,10.0
Mexico,2017,38,2017-09-18,2017-09-24,9.0,2.0,11.0
Mexico,2017,39,2017-09-25,2017-10-01,10.0,2.0,12.0
Mexico,2017,40,2017-10-02,2017-10-08,9.0,3.0,12.0
Mexico,2017,41,2017-10-09,2017-10-15,17.0,1.0,18.0
Mexico,2017,42,2017-10-16,2017-10-22,12.0,3.0,15.0
Mexico,2017,43,2017-10-23,2017-10-29,22.0,12.0,34.0
Mexico,2017,44,2017-10-30,2017-11-05,25.0,9.0,34.0
Mexico,2017,45,2017-11-06,2017-11-12,13.0,5.0,18.0
Mexico,2017,46,2017-11-13,2017-11-19,14.0,7.0,21.0
Mexico,2017,47,2017-11-20,2017-11-26,25.0,2.0,27.0
Mexico,2017,48,2017-11-27,2017-12-03,29.0,12.0,41.0
Mexico,2017,49,2017-12-04,2017-12-10,71.0,12.0,83.0
Mexico,2017,50,2017-12-11,2017-12-17,93.0,25.0,118.0
Mexico,2017,51,2017-12-18,2017-12-24,160.0,29.0,189.0
Mexico,2017,52,2017-12-25,2017-12-31,165.0,18.0,183.0
Mexico,2018,1,2018-01-01,2018-01-07,183.0,24.0,207.0
Mexico,2018,2,2018-01-08,2018-01-14,262.0,30.0,292.0
Mexico,2018,3,2018-01-15,2018-01-21,304.0,39.0,343.0
Mexico,2018,4,2018-01-22,2018-01-28,314.0,52.0,366.0
Mexico,2018,5,2018-01-29,2018-02-04,207.0,46.0,253.0
Mexico,2018,6,2018-02-05,2018-02-11,187.0,69.0,256.0
Mexico,2018,7,2018-02-12,2018-02-18,133.0,72.0,205.0
Mexico,2018,8,2018-02-19,2018-02-25,117.0,87.0,204.0
Mexico,2018,9,2018-02-26,2018-03-04,68.0,51.0,119.0
Mexico,2018,10,2018-03-05,2018-03-11,62.0,56.0,118.0
Mexico,2018,11,2018-03-12,2018-03-18,36.0,46.0,82.0
Mexico,2018,12,2018-03-19,2018-03-25,30.0,33.0,63.0
Mexico,2018,13,2018-03-26,2018-04-01,18.0,20.0,38.0
Mexico,2018,14,2018-04-02,2018-04-08,12.0,21.0,33.0
Mexico,2018,15,2018-04-09,2018-04-15,22.0,20.0,42.0
Mexico,2018,16,2018-04-16,2018-04-22,7.0,16.0,23.0
Mexico,2018,17,2018-04-23,2018-04-29,12.0,14.0,26.0
Mexico,2018,18,2018-04-30,2018-05-06,10.0,13.0,23.0
Mexico,2018,19,2018-05-07,2018-05-13,5.0,11.0,16.0
Mexico,2018,20,2018-05-14,2018-05-20,19.0,8.0,27.0
Mexico,2018,21,2018-05-21,2018-05-27,7.0,9.0,16.0
Mexico,2018,22,2018-05-28,2018-06-03,15.0,7.0,22.0
Mexico,2018,23,2018-06-04,2018-06-10,13.0,12.0,25.0
Mexico,2018,24,2018-06-11,2018-06-17,20.0,4.0,24.0
Mexico,2018,25,2018-06-18,2018-06-24,30.0,5.0,35.0
Mexico,2018,26,2018-06-25,2018-07-01,52.0,9.0,61.0
Mexico,2018,27,2018-07-02,2018-07-08,115.0,9.0,124.0
Mexico,2018,28,2018-07-09,2018-07-15,141.0,10.0,151.0
Mexico,2018,29,2018-07-16,2018-07-22,104.0,14.0,118.0
Mexico,2018,30,2018-07-23,2018-07-29,59.0,11.0,70.0
Mexico,2018,31,2018-07-30,2018-08-05,35.0,8.0,43.0
Mexico,2018,32,2018-08-06,2018-08-12,23.0,9.0,32.0
Mexico,2018,33,2018-08-13,2018-08-19,23.0,11.0,34.0
Mexico,2018,34,2018-08-20,2018-08-26,18.0,4.0,22.0
Mexico,2018,35,2018-08-27,2018-09-02,20.0,3.0,23.0
Mexico,2018,36,2018-09-03,2018-09-09,38.0,12.0,50.0
Mexico,2018,37,2018-09-10,2018-09-16,21.0,13.0,34.0
Mexico,2018,38,2018-09-17,2018-09-23,38.0,7.0,45.0
Mexico,2018,39,2018-09-24,2018-09-30,55.0,11.0,66.0
Mexico,2018,40,2018-10-01,2018-10-07,47.0,8.0,55.0
Mexico,2018,41,2018-10-08,2018-10-14,76.0,13.0,89.0
Mexico,2018,42,2018-10-15,2018-10-21,76.0,20.0,96.0
Mexico,2018,43,2018-10-22,2018-10-28,103.0,24.0,127.0
Mexico,2018,44,2018-10-29,2018-11-04,118.0,16.0,134.0
Mexico,2018,45,2018-11-05,2018-11-11,112.0,17.0,129.0
Mexico,2018,46,2018-11-12,2018-11-18,111.0,13.0,124.0
Mexico,2018,47,2018-11-19,2018-11-25,160.0,17.0,177.0
Mexico,2018,48,2018-11-26,2018-12-02,205.0,23.0,228.0
Mexico,2018,49,2018-12-03,2018-12-09,230.0,17.0,247.0
Mexico,2018,50,2018-12-10,2018-12-16,239.0,11.0,250.0
Mexico,2018,51,2018-12-17,2018-12-23,197.0,14.0,211.0
Mexico,2018,52,2018-12-24,2018-12-30,69.0,0.0,69.0
Mexico,2019,1,2018-12-31,2019-01-06,375.0,19.0,394.0
Mexico,2019,2,2019-01-07,2019-01-13,448.0,28.0,476.0
Mexico,2019,3,2019-01-14,2019-01-20,414.0,34.0,448.0
Mexico,2019,4,2019-01-21,2019-01-27,404.0,54.0,458.0
Mexico,2019,5,2019-01-28,2019-02-03,362.0,61.0,423.0
Mexico,2019,6,2019-02-04,2019-02-10,335.0,58.0,393.0
Mexico,2019,7,2019-02-11,2019-02-17,278.0,66.0,344.0
Mexico,2019,8,2019-02-18,2019-02-24,250.0,108.0,358.0
Mexico,2019,9,2019-02-25,2019-03-03,196.0,88.0,284.0
Mexico,2019,10,2019-03-04,2019-03-10,182.0,88.0,270.0
Mexico,2019,11,2019-03-11,2019-03-17,189.0,81.0,270.0
Mexico,2019,12,2019-03-18,2019-03-24,103.0,81.0,184.0
Mexico,2019,13,2019-03-25,2019-03-31,118.0,72.0,190.0
Mexico,2019,14,2019-04-01,2019-04-07,131.0,66.0,197.0
Mexico,2019,15,2019-04-08,2019-04-14,90.0,55.0,145.0
Mexico,2019,16,2019-04-15,2019-04-21,47.0,34.0,81.0
Mexico,2019,17,2019-04-22,2019-04-28,52.0,27.0,79.0
Mexico,2019,18,2019-04-29,2019-05-05,29.0,24.0,53.0
Mexico,2019,19,2019-05-06,2019-05-12,30.0,14.0,44.0
Mexico,2019,20,2019-05-13,2019-05-19,26.0,20.0,46.0
Mexico,2019,21,2019-05-20,2019-05-26,42.0,25.0,67.0
Mexico,2019,22,2019-05-27,2019-06-02,26.0,11.0,37.0
Mexico,2019,23,2019-06-03,2019-06-09,24.0,15.0,39.0
Mexico,2019,24,2019-06-10,2019-06-16,22.0,14.0,36.0
Mexico,2019,25,2019-06-17,2019-06-23,26.0,5.0,31.0
Mexico,2019,26,2019-06-24,2019-06-30,29.0,7.0,36.0
Mexico,2019,27,2019-07-01,2019-07-07,27.0,2.0,29.0
Mexico,2019,28,2019-07-08,2019-07-14,18.0,0.0,18.0
Mexico,2019,29,2019-07-15,2019-07-21,17.0,0.0,17.0
Mexico,2019,30,2019-07-22,2019-07-28,10.0,2.0,12.0
Mexico,2019,31,2019-07-29,2019-08-04,8.0,1.0,9.0
Mexico,2019,32,2019-08-05,2019-08-11,13.0,1.0,14.0
Mexico,2019,33,2019-08-12,2019-08-18,11.0,1.0,12.0
Mexico,2019,34,2019-08-19,2019-08-25,14.0,4.0,18.0
Mexico,2019,35,2019-08-26,2019-09-01,13.0,0.0,13.0
Mexico,2019,36,2019-09-02,2019-09-08,12.0,6.0,18.0
Mexico,2019,37,2019-09-09,2019-09-15,12.0,0.0,12.0
Mexico,2019,38,2019-09-16,2019-09-22,15.0,4.0,19.0
Mexico,2019,39,2019-09-23,2019-09-29,28.0,4.0,32.0
Mexico,2019,40,2019-09-30,2019-10-06,40.0,4.0,44.0
Mexico,2019,41,2019-10-07,2019-10-13,59.0,4.0,63.0
Mexico,2019,42,2019-10-14,2019-10-20,63.0,7.0,70.0
Mexico,2019,43,2019-10-21,2019-10-27,53.0,3.0,56.0
Mexico,2019,44,2019-10-28,2019-11-03,57.0,6.0,63.0
Mexico,2019,45,2019-11-04,2019-11-10,65.0,9.0,74.0
Mexico,2019,46,2019-11-11,2019-11-17,55.0,6.0,61.0
Mexico,2019,47,2019-11-18,2019-11-24,61.0,16.0,77.0
Mexico,2019,48,2019-11-25,2019-12-01,79.0,13.0,92.0
Mexico,2019,49,2019-12-02,2019-12-08,108.0,19.0,127.0
Mexico,2019,50,2019-12-09,2019-12-15,154.0,14.0,168.0
Mexico,2019,51,2019-12-16,2019-12-22,213.0,17.0,230.0
Mexico,2019,52,2019-12-23,2019-12-29,218.0,14.0,232.0
Mexico,2020,1,2019-12-30,2020-01-05,210.0,36.0,246.0
Trinidad and Tobago,2009,1,2008-12-29,2009-01-04,,,
Trinidad and Tobago,2009,2,2009-01-05,2009-01-11,,,
Trinidad and Tobago,2009,3,2009-01-12,2009-01-18,,,
Trinidad and Tobago,2009,4,2009-01-19,2009-01-25,,,
Trinidad and Tobago,2009,5,2009-01-26,2009-02-01,,,
Trinidad and Tobago,2009,6,2009-02-02,2009-02-08,,,
Trinidad and Tobago,2009,7,2009-02-09,2009-02-15,,,
Trinidad and Tobago,2009,8,2009-02-16,2009-02-22,,,
Trinidad and Tobago,2009,9,2009-02-23,2009-03-01,,,
Trinidad and Tobago,2009,10,2009-03-02,2009-03-08,,,
Trinidad and Tobago,2009,11,2009-03-09,2009-03-15,,,
Trinidad and Tobago,2009,12,2009-03-16,2009-03-22,,,
Trinidad and Tobago,2009,13,2009-03-23,2009-03-29,,,
Trinidad and Tobago,2009,14,2009-03-30,2009-04-05,,,
Trinidad and Tobago,2009,15,2009-04-06,2009-04-12,,,
Trinidad and Tobago,2009,16,2009-04-13,2009-04-19,,,
Trinidad and Tobago,2009,17,2009-04-20,2009-04-26,,,
Trinidad and Tobago,2009,18,2009-04-27,2009-05-03,,,
Trinidad and Tobago,2009,19,2009-05-04,2009-05-10,,,
Trinidad and Tobago,2009,20,2009-05-11,2009-05-17,,,
Trinidad and Tobago,2009,21,2009-05-18,2009-05-24,,,
Trinidad and Tobago,2009,22,2009-05-25,2009-05-31,,,
Trinidad and Tobago,2009,23,2009-06-01,2009-06-07,,,
Trinidad and Tobago,2009,24,2009-06-08,2009-06-14,,,
Trinidad and Tobago,2009,25,2009-06-15,2009-06-21,,,
Trinidad and Tobago,2009,26,2009-06-22,2009-06-28,,,
Trinidad and Tobago,2009,27,2009-06-29,2009-07-05,,,
Trinidad and Tobago,2009,28,2009-07-06,2009-07-12,,,
Trinidad and Tobago,2009,29,2009-07-13,2009-07-19,,,
Trinidad and Tobago,2009,30,2009-07-20,2009-07-26,,,
Trinidad and Tobago,2009,31,2009-07-27,2009-08-02,,,
Trinidad and Tobago,2009,32,2009-08-03,2009-08-09,,,
Trinidad and Tobago,2009,33,2009-08-10,2009-08-16,,,
Trinidad and Tobago,2009,34,2009-08-17,2009-08-23,,,
Trinidad and Tobago,2009,35,2009-08-24,2009-08-30,,,
Trinidad and Tobago,2009,36,2009-08-31,2009-09-06,,,
Trinidad and Tobago,2009,37,2009-09-07,2009-09-13,,,
Trinidad and Tobago,2009,38,2009-09-14,2009-09-20,,,
Trinidad and Tobago,2009,39,2009-09-21,2009-09-27,,,
Trinidad and Tobago,2009,40,2009-09-28,2009-10-04,,,
Trinidad and Tobago,2009,41,2009-10-05,2009-10-11,,,
Trinidad and Tobago,2009,42,2009-10-12,2009-10-18,,,
Trinidad and Tobago,2009,43,2009-10-19,2009-10-25,,,
Trinidad and Tobago,2009,44,2009-10-26,2009-11-01,,,
Trinidad and Tobago,2009,45,2009-11-02,2009-11-08,,,
Trinidad and Tobago,2009,46,2009-11-09,2009-11-15,,,
Trinidad and Tobago,2009,47,2009-11-16,2009-11-22,,,
Trinidad and Tobago,2009,48,2009-11-23,2009-11-29,,,
Trinidad and Tobago,2009,49,2009-11-30,2009-12-06,,,
Trinidad and Tobago,2009,50,2009-12-07,2009-12-13,,,
Trinidad and Tobago,2009,51,2009-12-14,2009-12-20,,,
Trinidad and Tobago,2009,52,2009-12-21,2009-12-27,,,
Trinidad and Tobago,2009,53,2009-12-28,2010-01-03,,,
Trinidad and Tobago,2010,1,2010-01-04,2010-01-10,,,
Trinidad and Tobago,2010,2,2010-01-11,2010-01-17,,,
Trinidad and Tobago,2010,3,2010-01-18,2010-01-24,,,
Trinidad and Tobago,2010,4,2010-01-25,2010-01-31,,,
Trinidad and Tobago,2010,5,2010-02-01,2010-02-07,,,
Trinidad and Tobago,2010,6,2010-02-08,2010-02-14,,,
Trinidad and Tobago,2010,7,2010-02-15,2010-02-21,,,
Trinidad and Tobago,2010,8,2010-02-22,2010-02-28,,,
Trinidad and Tobago,2010,9,2010-03-01,2010-03-07,,,
Trinidad and Tobago,2010,10,2010-03-08,2010-03-14,,,
Trinidad and Tobago,2010,11,2010-03-15,2010-03-21,,,
Trinidad and Tobago,2010,12,2010-03-22,2010-03-28,,,
Trinidad and Tobago,2010,13,2010-03-29,2010-04-04,,,
Trinidad and Tobago,2010,14,2010-04-05,2010-04-11,,,
Trinidad and Tobago,2010,15,2010-04-12,2010-04-18,,,
Trinidad and Tobago,2010,16,2010-04-19,2010-04-25,,,
Trinidad and Tobago,2010,17,2010-04-26,2010-05-02,,,
Trinidad and Tobago,2010,18,2010-05-03,2010-05-09,,,
Trinidad and Tobago,2010,19,2010-05-10,2010-05-16,,,
Trinidad and Tobago,2010,20,2010-05-17,2010-05-23,,,
Trinidad and Tobago,2010,21,2010-05-24,2010-05-30,,,
Trinidad and Tobago,2010,22,2010-05-31,2010-06-06,,,
Trinidad and Tobago,2010,23,2010-06-07,2010-06-13,,,
Trinidad and Tobago,2010,24,2010-06-14,2010-06-20,,,
Trinidad and Tobago,2010,25,2010-06-21,2010-06-27,,,
Trinidad and Tobago,2010,26,2010-06-28,2010-07-04,,,
Trinidad and Tobago,2010,27,2010-07-05,2010-07-11,,,
Trinidad and Tobago,2010,28,2010-07-12,2010-07-18,,,
Trinidad and Tobago,2010,29,2010-07-19,2010-07-25,,,
Trinidad and Tobago,2010,30,2010-07-26,2010-08-01,,,
Trinidad and Tobago,2010,31,2010-08-02,2010-08-08,,,
Trinidad and Tobago,2010,32,2010-08-09,2010-08-15,,,
Trinidad and Tobago,2010,33,2010-08-16,2010-08-22,,,
Trinidad and Tobago,2010,34,2010-08-23,2010-08-29,,,
Trinidad and Tobago,2010,35,2010-08-30,2010-09-05,,,
Trinidad and Tobago,2010,36,2010-09-06,2010-09-12,,,
Trinidad and Tobago,2010,37,2010-09-13,2010-09-19,,,
Trinidad and Tobago,2010,38,2010-09-20,2010-09-26,,,
Trinidad and Tobago,2010,39,2010-09-27,2010-10-03,,,
Trinidad and Tobago,2010,40,2010-10-04,2010-10-10,,,
Trinidad and Tobago,2010,41,2010-10-11,2010-10-17,,,
Trinidad and Tobago,2010,42,2010-10-18,2010-10-24,,,
Trinidad and Tobago,2010,43,2010-10-25,2010-10-31,,,
Trinidad and Tobago,2010,44,2010-11-01,2010-11-07,,,
Trinidad and Tobago,2010,45,2010-11-08,2010-11-14,,,
Trinidad and Tobago,2010,46,2010-11-15,2010-11-21,,,
Trinidad and Tobago,2010,47,2010-11-22,2010-11-28,,,
Trinidad and Tobago,2010,48,2010-11-29,2010-12-05,,,
Trinidad and Tobago,2010,49,2010-12-06,2010-12-12,,,
Trinidad and Tobago,2010,50,2010-12-13,2010-12-19,,,
Trinidad and Tobago,2010,51,2010-12-20,2010-12-26,,,
Trinidad and Tobago,2010,52,2010-12-27,2011-01-02,,,
Trinidad and Tobago,2011,1,2011-01-03,2011-01-09,,,
Trinidad and Tobago,2011,2,2011-01-10,2011-01-16,,,
Trinidad and Tobago,2011,3,2011-01-17,2011-01-23,,,
Trinidad and Tobago,2011,4,2011-01-24,2011-01-30,,,
Trinidad and Tobago,2011,5,2011-01-31,2011-02-06,,,
Trinidad and Tobago,2011,6,2011-02-07,2011-02-13,,,
Trinidad and Tobago,2011,7,2011-02-14,2011-02-20,,,
Trinidad and Tobago,2011,8,2011-02-21,2011-02-27,,,
Trinidad and Tobago,2011,9,2011-02-28,2011-03-06,,,
Trinidad and Tobago,2011,10,2011-03-07,2011-03-13,,,
Trinidad and Tobago,2011,11,2011-03-14,2011-03-20,,,
Trinidad and Tobago,2011,12,2011-03-21,2011-03-27,,,
Trinidad and Tobago,2011,13,2011-03-28,2011-04-03,,,
Trinidad and Tobago,2011,14,2011-04-04,2011-04-10,,,
Trinidad and Tobago,2011,15,2011-04-11,2011-04-17,,,
Trinidad and Tobago,2011,16,2011-04-18,2011-04-24,,,
Trinidad and Tobago,2011,17,2011-04-25,2011-05-01,,,
Trinidad and Tobago,2011,18,2011-05-02,2011-05-08,,,
Trinidad and Tobago,2011,19,2011-05-09,2011-05-15,,,
Trinidad and Tobago,2011,20,2011-05-16,2011-05-22,,,
Trinidad and Tobago,2011,21,2011-05-23,2011-05-29,,,
Trinidad and Tobago,2011,22,2011-05-30,2011-06-05,,,
Trinidad and Tobago,2011,23,2011-06-06,2011-06-12,,,
Trinidad and Tobago,2011,24,2011-06-13,2011-06-19,,,
Trinidad and Tobago,2011,25,2011-06-20,2011-06-26,,,
Trinidad and Tobago,2011,26,2011-06-27,2011-07-03,,,
Trinidad and Tobago,2011,27,2011-07-04,2011-07-10,,,
Trinidad and Tobago,2011,28,2011-07-11,2011-07-17,,,
Trinidad and Tobago,2011,29,2011-07-18,2011-07-24,,,
Trinidad and Tobago,2011,30,2011-07-25,2011-07-31,,,
Trinidad and Tobago,2011,31,2011-08-01,2011-08-07,,,
Trinidad and Tobago,2011,32,2011-08-08,2011-08-14,,,
Trinidad and Tobago,2011,33,2011-08-15,2011-08-21,,,
Trinidad and Tobago,2011,34,2011-08-22,2011-08-28,,,
Trinidad and Tobago,2011,35,2011-08-29,2011-09-04,,,
Trinidad and Tobago,2011,36,2011-09-05,2011-09-11,,,
Trinidad and Tobago,2011,37,2011-09-12,2011-09-18,,,
Trinidad and Tobago,2011,38,2011-09-19,2011-09-25,,,
Trinidad and Tobago,2011,39,2011-09-26,2011-10-02,,,
Trinidad and Tobago,2011,40,2011-10-03,2011-10-09,,,
Trinidad and Tobago,2011,41,2011-10-10,2011-10-16,,,
Trinidad and Tobago,2011,42,2011-10-17,2011-10-23,,,
Trinidad and Tobago,2011,43,2011-10-24,2011-10-30,,,
Trinidad and Tobago,2011,44,2011-10-31,2011-11-06,,,
Trinidad and Tobago,2011,45,2011-11-07,2011-11-13,,,
Trinidad and Tobago,2011,46,2011-11-14,2011-11-20,,,
Trinidad and Tobago,2011,47,2011-11-21,2011-11-27,,,
Trinidad and Tobago,2011,48,2011-11-28,2011-12-04,,,
Trinidad and Tobago,2011,49,2011-12-05,2011-12-11,,,
Trinidad and Tobago,2011,50,2011-12-12,2011-12-18,,,
Trinidad and Tobago,2011,51,2011-12-19,2011-12-25,,,
Trinidad and Tobago,2011,52,2011-12-26,2012-01-01,,,
Trinidad and Tobago,2012,1,2012-01-02,2012-01-08,,,
Trinidad and Tobago,2012,2,2012-01-09,2012-01-15,,,
Trinidad and Tobago,2012,3,2012-01-16,2012-01-22,,,
Trinidad and Tobago,2012,4,2012-01-23,2012-01-29,,,
Trinidad and Tobago,2012,5,2012-01-30,2012-02-05,,,
Trinidad and Tobago,2012,6,2012-02-06,2012-02-12,,,
